0.0000000000 -0.0150000000
0.0012820513 -0.0150000000
0.0025641026 -0.0150000000
0.0038461538 -0.0150000000
0.0051282051 -0.0150000000
0.0064102564 -0.0150000000
0.0076923077 -0.0150000000
0.0089743590 -0.0150000000
0.0102564103 -0.0150000000
0.0115384615 -0.0150000000
0.0128205128 -0.0150000000
0.0141025641 -0.0150000000
0.0153846154 -0.0150000000
0.0166666667 -0.0150000000
0.0179487179 -0.0150000000
0.0192307692 -0.0150000000
0.0205128205 -0.0150000000
0.0217948718 -0.0150000000
0.0230769231 -0.0150000000
0.0243589744 -0.0150000000
0.0256410256 -0.0150000000
0.0269230769 -0.0150000000
0.0282051282 -0.0150000000
0.0294871795 -0.0150000000
0.0307692308 -0.0150000000
0.0320512821 -0.0150000000
0.0333333333 -0.0150000000
0.0346153846 -0.0150000000
0.0358974359 -0.0150000000
0.0371794872 -0.0150000000
0.0384615385 -0.0150000000
0.0397435897 -0.0150000000
0.0410256410 -0.0150000000
0.0423076923 -0.0150000000
0.0435897436 -0.0150000000
0.0448717949 -0.0150000000
0.0461538462 -0.0150000000
0.0474358974 -0.0150000000
0.0487179487 -0.0150000000
0.0500000000 -0.0150000000
0.0500000000 -0.0140000000
0.0500000000 -0.0130000000
0.0500000000 -0.0120000000
0.0500000000 -0.0110000000
0.0500000000 -0.0100000000
0.0500000000 -0.0090000000
0.0500000000 -0.0080000000
0.0500000000 -0.0070000000
0.0500000000 -0.0060000000
0.0500000000 -0.0050000000
0.0500000000 -0.0040000000
0.0500000000 -0.0030000000
0.0500000000 -0.0020000000
0.0500000000 -0.0010000000
0.0500000000 0.0000000000
0.0491525424 0.0000000000
0.0483050847 0.0000000000
0.0474576271 0.0000000000
0.0466101695 0.0000000000
0.0457627119 0.0000000000
0.0449152542 0.0000000000
0.0440677966 0.0000000000
0.0432203390 0.0000000000
0.0423728814 0.0000000000
0.0415254237 0.0000000000
0.0406779661 0.0000000000
0.0398305085 0.0000000000
0.0389830508 0.0000000000
0.0381355932 0.0000000000
0.0372881356 0.0000000000
0.0364406780 0.0000000000
0.0355932203 0.0000000000
0.0347457627 0.0000000000
0.0338983051 0.0000000000
0.0330508475 0.0000000000
0.0322033898 0.0000000000
0.0313559322 0.0000000000
0.0305084746 0.0000000000
0.0296610169 0.0000000000
0.0288135593 0.0000000000
0.0279661017 0.0000000000
0.0271186441 0.0000000000
0.0262711864 0.0000000000
0.0254237288 0.0000000000
0.0245762712 0.0000000000
0.0237288136 0.0000000000
0.0228813559 0.0000000000
0.0220338983 0.0000000000
0.0211864407 0.0000000000
0.0203389831 0.0000000000
0.0194915254 0.0000000000
0.0186440678 0.0000000000
0.0177966102 0.0000000000
0.0169491525 0.0000000000
0.0161016949 0.0000000000
0.0152542373 0.0000000000
0.0144067797 0.0000000000
0.0135593220 0.0000000000
0.0127118644 0.0000000000
0.0118644068 0.0000000000
0.0110169492 0.0000000000
0.0101694915 0.0000000000
0.0093220339 0.0000000000
0.0084745763 0.0000000000
0.0076271186 0.0000000000
0.0067796610 0.0000000000
0.0059322034 0.0000000000
0.0050847458 0.0000000000
0.0042372881 0.0000000000
0.0033898305 0.0000000000
0.0025423729 0.0000000000
0.0016949153 0.0000000000
0.0008474576 0.0000000000
0.0000000000 0.0000000000
0.0000000000 -0.0010000000
0.0000000000 -0.0020000000
0.0000000000 -0.0030000000
0.0000000000 -0.0040000000
0.0000000000 -0.0050000000
0.0000000000 -0.0060000000
0.0000000000 -0.0070000000
0.0000000000 -0.0080000000
0.0000000000 -0.0090000000
0.0000000000 -0.0100000000
0.0000000000 -0.0110000000
0.0000000000 -0.0120000000
0.0000000000 -0.0130000000
0.0000000000 -0.0140000000
